station                                , cluster, pollution, lat               , lon
Porte de Versailles                    ,       1,       1.0, 48.83230151439446 , 2.28813294509322
Porte Maillot                          ,       1,       1.0, 48.87816265364455 , 2.2825838473615496
Rambuteau                              ,       0,       2.0, 48.86119015695036 , 2.353273948594772
Robespierre                            ,       0,       2.0, 48.85567380855032 , 2.422973086496352
Rue de la Pompe                        ,       1,       2.0, 48.863951708879945, 2.2778858979590564
Rue du Bac                             ,       1,       2.0, 48.85587553200213 , 2.3256727584985164
Saint-Denis - Porte de Paris           ,       0,       2.0, 48.92992275044576 , 2.3561729251016
Saint-Georges                          ,       0,       1.0, 48.87841659490173 , 2.3375706403796697
Saint-Germain-des-Prés                 ,       1,       1.0, 48.85367371343323 , 2.333987429134225
Saint-Michel                           ,       0,       1.0, 48.85359407756809 , 2.343991799033288
Saint-Sulpice                          ,       1,       1.0, 48.85113858957915 , 2.330953550650454
Sully - Morland                        ,       0,       2.0, 48.85120791254347 , 2.3617517381263218
Vaneau                                 ,       1,       2.0, 48.84889457005888 , 2.321351242354736
Varenne                                ,       1,       2.0, 48.85662420264694 , 2.3149776470363417
Aéroport d'Orly                        ,       0,       1.0, 48.72791074498099 , 2.3621434233506027
Bir-Hakeim                             ,       1,       2.0, 48.85392536837598 , 2.2894007376346
Corvisart                              ,       0,       2.0, 48.82986001331238 , 2.350611225926166
Créteil - Préfecture                   ,       2,       2.0, 48.77975652677895 , 2.459305169291261
L'Haÿ-les-Roses                        ,       0,       1.0, 48.77532646395088 , 2.354991210566311
Pointe du Lac                          ,       2,       2.0, 48.76876136434425 , 2.464317312722042
Romainville-Carnot                     ,       0,       2.0, 48.88357423792701 , 2.440677444590172
Bel-Air                                ,       0,       2.0, 48.84142733223358 , 2.400867131995259
Cambronne                              ,       1,       2.0, 48.84754311219352 , 2.302941728337612
Glacière                               ,       1,       2.0, 48.83117023524584 , 2.3434974927179884
La Dhuys                               ,       0,       2.0, 48.8780111916913  , 2.465116181953647
Rosny-Bois-Perrier                     ,       0,       2.0, 48.88302567942574 , 2.480609800808591
Châtillon-Montrouge                    ,       1,       1.0, 48.81075140670139 , 2.301717705004608
Dupleix                                ,       1,       2.0, 48.8504116258067  , 2.293663726731039
Malakoff - Rue Etienne Dolet           ,       1,       1.0, 48.81533836595972 , 2.2971240100835835
Montreuil - Hôpital                    ,       0,       2.0, 48.878269829247664, 2.4546692358364623
Passy                                  ,       1,       2.0, 48.85751508962033 , 2.285839418881462
Coteaux Beauclair                      ,       0,       2.0, 48.88212212689498 , 2.4673647804495924
Hôpital Bicêtre                        ,       0,       2.0, 48.809971090725966, 2.349946533239157
La Chapelle                            ,       0,       2.0, 48.88447648340964 , 2.360430336162137
Quai de la Gare                        ,       0,       2.0, 48.8370742706096  , 2.372766248948172
Saint-Denis - Pleyel                   ,       0,       2.0, 48.91873375567987 , 2.345886129823062
Saint-Jacques                          ,       1,       2.0, 48.832916006219165, 2.337154370925007
Serge Gainsbourg                       ,       0,       2.0, 48.88125303440166 , 2.427162168589524
Sèvres-Lecourbe                        ,       1,       2.0, 48.84564768265073 , 2.309529610430393
Thiais - Orly (Pont de Rungis)         ,       0,       1.0, 48.74683536938685 , 2.3723847511214924
Chevaleret                             ,       0,       2.0, 48.83494516788824 , 2.3680951237726693
Chevilly-Larue (Marché International)  ,       0,       1.0, 48.75848356146962 , 2.367374604185919
Créteil - L'Echat                      ,       2,       2.0, 48.79661108096057 , 2.449424047013373
Créteil - Université                   ,       2,       2.0, 48.78994285432577 , 2.4505697455342568
Nationale                              ,       0,       2.0, 48.83318160406702 , 2.362857958087621
Quai de la Rapée                       ,       0,       2.0, 48.84649085420337 , 2.365992890937552
